bboxes,filepath,height,width
"[{'class': 'Green', 'x1': 761, 'x2': 768, 'y1': 304, 'y2': 288}, {'class': 'Yellow', 'x1': 528, 'x2': 537, 'y1': 266, 'y2': 247}, {'class': 'Green', 'x1': 603, 'x2': 611, 'y1': 263, 'y2': 244}, {'class': 'Green', 'x1': 664, 'x2': 674, 'y1': 269, 'y2': 248}]",77976.png,720,1280
"[{'class': 'Green', 'x1': 678, 'x2': 690, 'y1': 252, 'y2': 225}, {'class': 'Green', 'x1': 594, 'x2': 605, 'y1': 246, 'y2': 220}, {'class': 'Red', 'x1': 492, 'x2': 504, 'y1': 249, 'y2': 222}, {'class': 'Green', 'x1': 813, 'x2': 820, 'y1': 300, 'y2': 280}]",78044.png,720,1280
"[{'class': 'Green', 'x1': 576, 'x2': 594, 'y1': 197, 'y2': 157}, {'class': 'Green', 'x1': 711, 'x2': 730, 'y1': 207, 'y2': 163}, {'class': 'Green', 'x1': 922, 'x2': 936, 'y1': 280, 'y2': 247}, {'class': 'RedLeft', 'x1': 415, 'x2': 436, 'y1': 200, 'y2': 162}, {'class': 'Green', 'x1': 1162, 'x2': 1187, 'y1': 214, 'y2': 153}]",78114.png,720,1280
"[{'class': 'Green', 'x1': 575, 'x2': 579, 'y1': 329, 'y2': 317}]",78532.png,720,1280
"[{'class': 'Red', 'x1': 753, 'x2': 756, 'y1': 308, 'y2': 300}, {'class': 'Red', 'x1': 667, 'x2': 671, 'y1': 296, 'y2': 288}]",78810.png,720,1280
"[{'class': 'GreenLeft', 'x1': 520, 'x2': 524, 'y1': 328, 'y2': 316}, {'class': 'Red', 'x1': 770, 'x2': 774, 'y1': 309, 'y2': 299}, {'class': 'off', 'x1': 518, 'x2': 523, 'y1': 308, 'y2': 295}, {'class': 'Red', 'x1': 663, 'x2': 668, 'y1': 295, 'y2': 285}, {'class': 'Red', 'x1': 701, 'x2': 704, 'y1': 316, 'y2': 308}]",78878.png,720,1280
"[{'class': 'off', 'x1': 488, 'x2': 494, 'y1': 301, 'y2': 284}, {'class': 'Red', 'x1': 667, 'x2': 671, 'y1': 286, 'y2': 275}, {'class': 'Red', 'x1': 801, 'x2': 805, 'y1': 300, 'y2': 288}, {'class': 'GreenLeft', 'x1': 491, 'x2': 496, 'y1': 324, 'y2': 310}]",78948.png,720,1280
"[{'class': 'Red', 'x1': 836, 'x2': 841, 'y1': 278, 'y2': 263}, {'class': 'Red', 'x1': 670, 'x2': 677, 'y1': 265, 'y2': 248}]",79018.png,720,1280
"[{'class': 'GreenLeft', 'x1': 430, 'x2': 439, 'y1': 322, 'y2': 299}, {'class': 'Red', 'x1': 868, 'x2': 872, 'y1': 287, 'y2': 273}, {'class': 'Red', 'x1': 674, 'x2': 680, 'y1': 274, 'y2': 259}, {'class': 'off', 'x1': 428, 'x2': 437, 'y1': 288, 'y2': 265}]",79088.png,720,1280
"[{'class': 'off', 'x1': 411, 'x2': 423, 'y1': 288, 'y2': 260}, {'class': 'Red', 'x1': 687, 'x2': 694, 'y1': 276, 'y2': 259}, {'class': 'Red', 'x1': 906, 'x2': 911, 'y1': 289, 'y2': 273}, {'class': 'GreenLeft', 'x1': 413, 'x2': 424, 'y1': 325, 'y2': 300}]",79156.png,720,1280
"[{'class': 'Red', 'x1': 693, 'x2': 703, 'y1': 271, 'y2': 250}, {'class': 'Red', 'x1': 937, 'x2': 947, 'y1': 283, 'y2': 260}]",79226.png,720,1280
"[{'class': 'Red', 'x1': 698, 'x2': 706, 'y1': 265, 'y2': 248}, {'class': 'Red', 'x1': 962, 'x2': 969, 'y1': 274, 'y2': 257}, {'class': 'off', 'x1': 377, 'x2': 390, 'y1': 277, 'y2': 244}, {'class': 'off', 'x1': 379, 'x2': 391, 'y1': 320, 'y2': 291}]",79296.png,720,1280
"[{'class': 'RedLeft', 'x1': 362, 'x2': 377, 'y1': 329, 'y2': 294}, {'class': 'Green', 'x1': 699, 'x2': 707, 'y1': 269, 'y2': 250}, {'class': 'Green', 'x1': 978, 'x2': 985, 'y1': 280, 'y2': 258}, {'class': 'Red', 'x1': 536, 'x2': 543, 'y1': 304, 'y2': 288}, {'class': 'off', 'x1': 362, 'x2': 376, 'y1': 281, 'y2': 245}]",79834.png,720,1280
"[{'class': 'RedLeft', 'x1': 301, 'x2': 323, 'y1': 337, 'y2': 290}, {'class': 'Red', 'x1': 522, 'x2': 531, 'y1': 309, 'y2': 289}, {'class': 'Green', 'x1': 1034, 'x2': 1051, 'y1': 280, 'y2': 249}, {'class': 'Yellow', 'x1': 979, 'x2': 989, 'y1': 297, 'y2': 279}, {'class': 'Green', 'x1': 700, 'x2': 711, 'y1': 272, 'y2': 248}]",79904.png,720,1280
"[{'class': 'Green', 'x1': 705, 'x2': 719, 'y1': 251, 'y2': 222}, {'class': 'RedLeft', 'x1': 488, 'x2': 503, 'y1': 300, 'y2': 272}, {'class': 'RedLeft', 'x1': 110, 'x2': 142, 'y1': 329, 'y2': 260}, {'class': 'Green', 'x1': 1225, 'x2': 1240, 'y1': 246, 'y2': 199}]",79974.png,720,1280
"[{'class': 'RedLeft', 'x1': 433, 'x2': 448, 'y1': 284, 'y2': 247}, {'class': 'Green', 'x1': 747, 'x2': 760, 'y1': 209, 'y2': 175}, {'class': 'Green', 'x1': 874, 'x2': 889, 'y1': 284, 'y2': 254}]",80044.png,720,1280
"[{'class': 'RedLeft', 'x1': 274, 'x2': 305, 'y1': 232, 'y2': 163}, {'class': 'Green', 'x1': 859, 'x2': 897, 'y1': 89, 'y2': 13}, {'class': 'Green', 'x1': 1101, 'x2': 1136, 'y1': 232, 'y2': 165}]",80112.png,720,1280
"[{'class': 'Red', 'x1': 591, 'x2': 595, 'y1': 301, 'y2': 296}, {'class': 'off', 'x1': 615, 'x2': 619, 'y1': 303, 'y2': 296}, {'class': 'off', 'x1': 633, 'x2': 637, 'y1': 304, 'y2': 296}]",80252.png,720,1280
"[{'class': 'off', 'x1': 580, 'x2': 583, 'y1': 297, 'y2': 289}, {'class': 'Red', 'x1': 585, 'x2': 589, 'y1': 300, 'y2': 294}, {'class': 'off', 'x1': 612, 'x2': 616, 'y1': 301, 'y2': 292}, {'class': 'Yellow', 'x1': 633, 'x2': 637, 'y1': 301, 'y2': 294}]",80322.png,720,1280
"[{'class': 'off', 'x1': 567, 'x2': 573, 'y1': 288, 'y2': 279}, {'class': 'Red', 'x1': 604, 'x2': 609, 'y1': 292, 'y2': 284}, {'class': 'Red', 'x1': 575, 'x2': 579, 'y1': 295, 'y2': 285}, {'class': 'off', 'x1': 628, 'x2': 633, 'y1': 294, 'y2': 284}]",80390.png,720,1280
"[{'class': 'Red', 'x1': 563, 'x2': 567, 'y1': 300, 'y2': 292}, {'class': 'Red', 'x1': 597, 'x2': 601, 'y1': 299, 'y2': 290}, {'class': 'Red', 'x1': 624, 'x2': 627, 'y1': 299, 'y2': 290}, {'class': 'Red', 'x1': 654, 'x2': 657, 'y1': 324, 'y2': 320}]",80460.png,720,1280
"[{'class': 'Red', 'x1': 732, 'x2': 737, 'y1': 310, 'y2': 305}, {'class': 'Red', 'x1': 643, 'x2': 647, 'y1': 293, 'y2': 282}, {'class': 'Red', 'x1': 573, 'x2': 577, 'y1': 292, 'y2': 282}, {'class': 'Red', 'x1': 612, 'x2': 616, 'y1': 292, 'y2': 281}]",80530.png,720,1280
"[{'class': 'Red', 'x1': 548, 'x2': 555, 'y1': 284, 'y2': 271}, {'class': 'Red', 'x1': 596, 'x2': 601, 'y1': 284, 'y2': 270}, {'class': 'Red', 'x1': 632, 'x2': 639, 'y1': 285, 'y2': 271}, {'class': 'Red', 'x1': 745, 'x2': 751, 'y1': 311, 'y2': 297}]",80600.png,720,1280
"[{'class': 'Red', 'x1': 515, 'x2': 524, 'y1': 272, 'y2': 254}, {'class': 'Red', 'x1': 572, 'x2': 581, 'y1': 270, 'y2': 253}, {'class': 'Red', 'x1': 618, 'x2': 626, 'y1': 272, 'y2': 255}, {'class': 'Red', 'x1': 762, 'x2': 770, 'y1': 302, 'y2': 282}]",80668.png,720,1280
"[{'class': 'Red', 'x1': 493, 'x2': 503, 'y1': 257, 'y2': 233}, {'class': 'Red', 'x1': 563, 'x2': 576, 'y1': 255, 'y2': 232}, {'class': 'Red', 'x1': 621, 'x2': 630, 'y1': 258, 'y2': 232}, {'class': 'Red', 'x1': 812, 'x2': 825, 'y1': 290, 'y2': 264}]",80738.png,720,1280
"[{'class': 'Red', 'x1': 478, 'x2': 490, 'y1': 240, 'y2': 213}, {'class': 'Red', 'x1': 564, 'x2': 577, 'y1': 238, 'y2': 211}, {'class': 'Red', 'x1': 634, 'x2': 646, 'y1': 240, 'y2': 215}, {'class': 'Red', 'x1': 898, 'x2': 912, 'y1': 278, 'y2': 248}]",80808.png,720,1280
"[{'class': 'RedLeft', 'x1': 455, 'x2': 469, 'y1': 225, 'y2': 194}, {'class': 'Red', 'x1': 559, 'x2': 571, 'y1': 222, 'y2': 191}, {'class': 'Red', 'x1': 642, 'x2': 654, 'y1': 222, 'y2': 194}]",80878.png,720,1280
"[{'class': 'RedLeft', 'x1': 429, 'x2': 445, 'y1': 211, 'y2': 175}, {'class': 'Red', 'x1': 546, 'x2': 562, 'y1': 207, 'y2': 171}, {'class': 'Red', 'x1': 641, 'x2': 656, 'y1': 209, 'y2': 172}, {'class': 'Red', 'x1': 876, 'x2': 886, 'y1': 279, 'y2': 253}]",80946.png,720,1280
"[{'class': 'RedLeft', 'x1': 410, 'x2': 428, 'y1': 202, 'y2': 166}, {'class': 'Red', 'x1': 537, 'x2': 554, 'y1': 197, 'y2': 160}, {'class': 'Red', 'x1': 638, 'x2': 655, 'y1': 199, 'y2': 163}, {'class': 'Red', 'x1': 893, 'x2': 904, 'y1': 275, 'y2': 249}]",81016.png,720,1280
"[{'class': 'Green', 'x1': 631, 'x2': 649, 'y1': 198, 'y2': 159}, {'class': 'Green', 'x1': 521, 'x2': 540, 'y1': 198, 'y2': 156}, {'class': 'GreenLeft', 'x1': 386, 'x2': 404, 'y1': 203, 'y2': 162}, {'class': 'Green', 'x1': 907, 'x2': 918, 'y1': 279, 'y2': 251}, {'class': 'Green', 'x1': 1248, 'x2': 1276, 'y1': 207, 'y2': 147}]",81480.png,720,1280
"[{'class': 'GreenLeft', 'x1': 300, 'x2': 323, 'y1': 164, 'y2': 116}, {'class': 'Green', 'x1': 472, 'x2': 495, 'y1': 159, 'y2': 108}, {'class': 'Green', 'x1': 614, 'x2': 635, 'y1': 162, 'y2': 112}, {'class': 'Green', 'x1': 964, 'x2': 978, 'y1': 268, 'y2': 237}]",81548.png,720,1280
"[{'class': 'off', 'x1': 623, 'x2': 627, 'y1': 307, 'y2': 300}, {'class': 'off', 'x1': 642, 'x2': 646, 'y1': 309, 'y2': 302}]",81618.png,720,1280
"[{'class': 'Green', 'x1': 615, 'x2': 620, 'y1': 303, 'y2': 294}, {'class': 'Green', 'x1': 636, 'x2': 640, 'y1': 305, 'y2': 297}, {'class': 'Red', 'x1': 585, 'x2': 589, 'y1': 302, 'y2': 294}]",81688.png,720,1280
"[{'class': 'Green', 'x1': 629, 'x2': 634, 'y1': 303, 'y2': 294}, {'class': 'GreenStraight', 'x1': 608, 'x2': 612, 'y1': 300, 'y2': 291}, {'class': 'Red', 'x1': 574, 'x2': 577, 'y1': 299, 'y2': 290}]",81758.png,720,1280
"[{'class': 'Green', 'x1': 689, 'x2': 694, 'y1': 317, 'y2': 308}, {'class': 'Green', 'x1': 608, 'x2': 613, 'y1': 295, 'y2': 284}, {'class': 'Green', 'x1': 634, 'x2': 638, 'y1': 297, 'y2': 287}, {'class': 'Red', 'x1': 569, 'x2': 573, 'y1': 295, 'y2': 284}]",81826.png,720,1280
"[{'class': 'Green', 'x1': 717, 'x2': 724, 'y1': 311, 'y2': 298}, {'class': 'Green', 'x1': 701, 'x2': 708, 'y1': 314, 'y2': 302}, {'class': 'Green', 'x1': 636, 'x2': 642, 'y1': 290, 'y2': 277}, {'class': 'Green', 'x1': 604, 'x2': 610, 'y1': 287, 'y2': 274}, {'class': 'Red', 'x1': 558, 'x2': 563, 'y1': 286, 'y2': 274}]",81896.png,720,1280
"[{'class': 'Green', 'x1': 650, 'x2': 657, 'y1': 282, 'y2': 266}, {'class': 'Green', 'x1': 611, 'x2': 619, 'y1': 276, 'y2': 261}, {'class': 'Red', 'x1': 553, 'x2': 561, 'y1': 274, 'y2': 260}, {'class': 'Green', 'x1': 732, 'x2': 738, 'y1': 311, 'y2': 297}, {'class': 'Green', 'x1': 757, 'x2': 764, 'y1': 309, 'y2': 292}]",81966.png,720,1280
"[{'class': 'Green', 'x1': 600, 'x2': 607, 'y1': 257, 'y2': 240}, {'class': 'Green', 'x1': 651, 'x2': 658, 'y1': 263, 'y2': 245}, {'class': 'Red', 'x1': 524, 'x2': 531, 'y1': 256, 'y2': 239}, {'class': 'Green', 'x1': 805, 'x2': 814, 'y1': 293, 'y2': 272}, {'class': 'Green', 'x1': 760, 'x2': 765, 'y1': 301, 'y2': 285}]",82036.png,720,1280
"[{'class': 'Green', 'x1': 916, 'x2': 931, 'y1': 276, 'y2': 238}, {'class': 'Green', 'x1': 807, 'x2': 816, 'y1': 294, 'y2': 270}, {'class': 'Green', 'x1': 651, 'x2': 661, 'y1': 238, 'y2': 212}, {'class': 'Green', 'x1': 576, 'x2': 587, 'y1': 228, 'y2': 202}, {'class': 'RedLeft', 'x1': 465, 'x2': 477, 'y1': 226, 'y2': 200}, {'class': 'RedLeft', 'x1': 97, 'x2': 107, 'y1': 304, 'y2': 281}]",82104.png,720,1280
"[{'class': 'Red', 'x1': 631, 'x2': 634, 'y1': 296, 'y2': 289}, {'class': 'RedLeft', 'x1': 347, 'x2': 365, 'y1': 129, 'y2': 83}, {'class': 'Green', 'x1': 547, 'x2': 566, 'y1': 132, 'y2': 86}, {'class': 'Green', 'x1': 683, 'x2': 700, 'y1': 150, 'y2': 103}, {'class': 'Green', 'x1': 961, 'x2': 978, 'y1': 254, 'y2': 211}]",82174.png,720,1280
"[{'class': 'off', 'x1': 612, 'x2': 619, 'y1': 297, 'y2': 287}]",82244.png,720,1280
"[{'class': 'Yellow', 'x1': 584, 'x2': 590, 'y1': 325, 'y2': 311}, {'class': 'Red', 'x1': 629, 'x2': 636, 'y1': 300, 'y2': 288}, {'class': 'Yellow', 'x1': 712, 'x2': 719, 'y1': 313, 'y2': 304}]",82314.png,720,1280
"[{'class': 'Red', 'x1': 726, 'x2': 730, 'y1': 315, 'y2': 304}, {'class': 'Red', 'x1': 701, 'x2': 705, 'y1': 317, 'y2': 309}, {'class': 'Red', 'x1': 625, 'x2': 629, 'y1': 295, 'y2': 284}, {'class': 'RedLeft', 'x1': 573, 'x2': 577, 'y1': 322, 'y2': 312}]",82382.png,720,1280
"[{'class': 'RedLeft', 'x1': 557, 'x2': 562, 'y1': 322, 'y2': 310}, {'class': 'Red', 'x1': 618, 'x2': 623, 'y1': 290, 'y2': 277}, {'class': 'Red', 'x1': 708, 'x2': 713, 'y1': 317, 'y2': 306}, {'class': 'Red', 'x1': 741, 'x2': 747, 'y1': 313, 'y2': 298}]",82452.png,720,1280
"[{'class': 'Green', 'x1': 798, 'x2': 808, 'y1': 300, 'y2': 278}, {'class': 'Green', 'x1': 745, 'x2': 754, 'y1': 309, 'y2': 291}, {'class': 'Green', 'x1': 635, 'x2': 644, 'y1': 275, 'y2': 257}, {'class': 'Red', 'x1': 562, 'x2': 569, 'y1': 312, 'y2': 298}]",82522.png,720,1280
"[{'class': 'Red', 'x1': 531, 'x2': 541, 'y1': 308, 'y2': 289}, {'class': 'Green', 'x1': 622, 'x2': 632, 'y1': 259, 'y2': 239}, {'class': 'Green', 'x1': 758, 'x2': 766, 'y1': 299, 'y2': 281}, {'class': 'Green', 'x1': 841, 'x2': 854, 'y1': 286, 'y2': 258}]",82590.png,720,1280
"[{'class': 'RedLeft', 'x1': 500, 'x2': 513, 'y1': 303, 'y2': 277}, {'class': 'Green', 'x1': 614, 'x2': 626, 'y1': 241, 'y2': 215}, {'class': 'Green', 'x1': 782, 'x2': 795, 'y1': 297, 'y2': 270}, {'class': 'RedLeft', 'x1': 319, 'x2': 338, 'y1': 323, 'y2': 289}, {'class': 'Green', 'x1': 925, 'x2': 942, 'y1': 272, 'y2': 230}]",82660.png,720,1280
"[{'class': 'Green', 'x1': 1144, 'x2': 1180, 'y1': 234, 'y2': 159}, {'class': 'Green', 'x1': 842, 'x2': 856, 'y1': 288, 'y2': 253}, {'class': 'Green', 'x1': 622, 'x2': 637, 'y1': 215, 'y2': 181}, {'class': 'RedLeft', 'x1': 474, 'x2': 488, 'y1': 295, 'y2': 262}, {'class': 'RedLeft', 'x1': 137, 'x2': 167, 'y1': 293, 'y2': 263}]",82730.png,720,1280
"[{'class': 'Green', 'x1': 964, 'x2': 990, 'y1': 255, 'y2': 203}, {'class': 'Green', 'x1': 620, 'x2': 647, 'y1': 140, 'y2': 91}, {'class': 'RedLeft', 'x1': 392, 'x2': 413, 'y1': 270, 'y2': 219}]",82800.png,720,1280
"[{'class': 'Yellow', 'x1': 607, 'x2': 612, 'y1': 317, 'y2': 308}, {'class': 'GreenStraight', 'x1': 639, 'x2': 645, 'y1': 320, 'y2': 312}]",83078.png,720,1280
"[{'class': 'Green', 'x1': 617, 'x2': 621, 'y1': 318, 'y2': 308}]",83146.png,720,1280
"[{'class': 'Green', 'x1': 624, 'x2': 628, 'y1': 315, 'y2': 307}, {'class': 'Green', 'x1': 642, 'x2': 645, 'y1': 314, 'y2': 310}]",83216.png,720,1280
"[{'class': 'Green', 'x1': 630, 'x2': 633, 'y1': 315, 'y2': 309}, {'class': 'off', 'x1': 652, 'x2': 656, 'y1': 316, 'y2': 311}]",83286.png,720,1280
"[{'class': 'Green', 'x1': 613, 'x2': 617, 'y1': 304, 'y2': 300}, {'class': 'Green', 'x1': 635, 'x2': 638, 'y1': 305, 'y2': 301}]",83356.png,720,1280
"[{'class': 'Green', 'x1': 560, 'x2': 564, 'y1': 295, 'y2': 291}, {'class': 'Green', 'x1': 586, 'x2': 590, 'y1': 295, 'y2': 292}]",83424.png,720,1280
"[{'class': 'Green', 'x1': 498, 'x2': 502, 'y1': 298, 'y2': 288}, {'class': 'Green', 'x1': 528, 'x2': 532, 'y1': 299, 'y2': 288}]",83494.png,720,1280
"[{'class': 'Red', 'x1': 520, 'x2': 526, 'y1': 284, 'y2': 271}, {'class': 'Green', 'x1': 569, 'x2': 575, 'y1': 284, 'y2': 272}, {'class': 'Green', 'x1': 606, 'x2': 612, 'y1': 286, 'y2': 273}, {'class': 'RedLeft', 'x1': 280, 'x2': 288, 'y1': 328, 'y2': 310}]",83564.png,720,1280
"[{'class': 'Green', 'x1': 613, 'x2': 621, 'y1': 285, 'y2': 269}, {'class': 'Green', 'x1': 567, 'x2': 573, 'y1': 283, 'y2': 266}, {'class': 'Red', 'x1': 504, 'x2': 512, 'y1': 282, 'y2': 264}, {'class': 'Green', 'x1': 720, 'x2': 727, 'y1': 321, 'y2': 308}, {'class': 'RedLeft', 'x1': 182, 'x2': 190, 'y1': 330, 'y2': 312}]",83634.png,720,1280
"[{'class': 'Green', 'x1': 596, 'x2': 607, 'y1': 244, 'y2': 221}, {'class': 'Green', 'x1': 533, 'x2': 542, 'y1': 239, 'y2': 217}, {'class': 'Red', 'x1': 449, 'x2': 459, 'y1': 237, 'y2': 215}, {'class': 'Green', 'x1': 741, 'x2': 750, 'y1': 291, 'y2': 270}]",83702.png,720,1280
"[{'class': 'RedLeft', 'x1': 357, 'x2': 370, 'y1': 186, 'y2': 154}, {'class': 'Green', 'x1': 481, 'x2': 494, 'y1': 187, 'y2': 156}, {'class': 'Green', 'x1': 574, 'x2': 587, 'y1': 192, 'y2': 160}, {'class': 'Green', 'x1': 789, 'x2': 801, 'y1': 266, 'y2': 235}, {'class': 'Green', 'x1': 1141, 'x2': 1184, 'y1': 124, 'y2': 13}]",83772.png,720,1280
"[{'class': 'Green', 'x1': 145, 'x2': 165, 'y1': 246, 'y2': 199}]",83842.png,720,1280
"[{'class': 'GreenLeft', 'x1': 718, 'x2': 732, 'y1': 202, 'y2': 167}, {'class': 'Red', 'x1': 879, 'x2': 892, 'y1': 216, 'y2': 181}, {'class': 'GreenLeft', 'x1': 377, 'x2': 383, 'y1': 302, 'y2': 281}, {'class': 'Red', 'x1': 1093, 'x2': 1103, 'y1': 298, 'y2': 270}]",85250.png,720,1280
"[{'class': 'GreenLeft', 'x1': 298, 'x2': 306, 'y1': 308, 'y2': 284}, {'class': 'GreenLeft', 'x1': 678, 'x2': 694, 'y1': 192, 'y2': 153}, {'class': 'Red', 'x1': 1105, 'x2': 1120, 'y1': 305, 'y2': 268}, {'class': 'Red', 'x1': 864, 'x2': 877, 'y1': 207, 'y2': 169}]",85320.png,720,1280
"[{'class': 'GreenLeft', 'x1': 733, 'x2': 758, 'y1': 119, 'y2': 61}, {'class': 'Red', 'x1': 990, 'x2': 1018, 'y1': 144, 'y2': 81}, {'class': 'GreenLeft', 'x1': 249, 'x2': 266, 'y1': 294, 'y2': 256}]",85388.png,720,1280
"[{'class': 'Red', 'x1': 265, 'x2': 290, 'y1': 96, 'y2': 32}, {'class': 'Yellow', 'x1': 983, 'x2': 1003, 'y1': 273, 'y2': 223}, {'class': 'Red', 'x1': 75, 'x2': 103, 'y1': 74, 'y2': 5}]",85458.png,720,1280
"[{'class': 'Green', 'x1': 644, 'x2': 649, 'y1': 304, 'y2': 297}, {'class': 'Green', 'x1': 698, 'x2': 701, 'y1': 319, 'y2': 314}, {'class': 'off', 'x1': 641, 'x2': 645, 'y1': 320, 'y2': 315}, {'class': 'off', 'x1': 652, 'x2': 656, 'y1': 321, 'y2': 317}]",85874.png,720,1280
"[{'class': 'Green', 'x1': 619, 'x2': 625, 'y1': 296, 'y2': 286}, {'class': 'Green', 'x1': 680, 'x2': 685, 'y1': 313, 'y2': 304}, {'class': 'Green', 'x1': 688, 'x2': 692, 'y1': 311, 'y2': 302}, {'class': 'Red', 'x1': 544, 'x2': 549, 'y1': 328, 'y2': 317}, {'class': 'Red', 'x1': 579, 'x2': 583, 'y1': 316, 'y2': 306}]",85944.png,720,1280
"[{'class': 'Green', 'x1': 621, 'x2': 626, 'y1': 293, 'y2': 282}, {'class': 'Green', 'x1': 704, 'x2': 708, 'y1': 312, 'y2': 301}, {'class': 'Green', 'x1': 693, 'x2': 698, 'y1': 315, 'y2': 304}, {'class': 'Red', 'x1': 527, 'x2': 533, 'y1': 329, 'y2': 319}, {'class': 'Yellow', 'x1': 571, 'x2': 576, 'y1': 314, 'y2': 305}]",86014.png,720,1280
"[{'class': 'Green', 'x1': 735, 'x2': 741, 'y1': 305, 'y2': 292}, {'class': 'Green', 'x1': 718, 'x2': 724, 'y1': 310, 'y2': 297}, {'class': 'Green', 'x1': 631, 'x2': 637, 'y1': 283, 'y2': 269}, {'class': 'Red', 'x1': 571, 'x2': 576, 'y1': 311, 'y2': 298}, {'class': 'Red', 'x1': 511, 'x2': 519, 'y1': 326, 'y2': 312}, {'class': 'off', 'x1': 641, 'x2': 645, 'y1': 316, 'y2': 309}, {'class': 'off', 'x1': 626, 'x2': 629, 'y1': 312, 'y2': 308}, {'class': 'off', 'x1': 609, 'x2': 612, 'y1': 319, 'y2': 313}, {'class': 'off', 'x1': 601, 'x2': 604, 'y1': 311, 'y2': 305}, {'class': 'off', 'x1': 437, 'x2': 445, 'y1': 273, 'y2': 255}, {'class': 'off', 'x1': 722, 'x2': 727, 'y1': 275, 'y2': 261}, {'class': 'off', 'x1': 511, 'x2': 519, 'y1': 308, 'y2': 291}]",86084.png,720,1280
"[{'class': 'Green', 'x1': 779, 'x2': 787, 'y1': 299, 'y2': 281}, {'class': 'Green', 'x1': 750, 'x2': 757, 'y1': 307, 'y2': 291}, {'class': 'Green', 'x1': 641, 'x2': 649, 'y1': 273, 'y2': 257}, {'class': 'Red', 'x1': 566, 'x2': 572, 'y1': 307, 'y2': 293}, {'class': 'Red', 'x1': 480, 'x2': 490, 'y1': 328, 'y2': 308}, {'class': 'Red', 'x1': 342, 'x2': 348, 'y1': 315, 'y2': 301}]",86152.png,720,1280
"[{'class': 'Green', 'x1': 837, 'x2': 850, 'y1': 284, 'y2': 254}, {'class': 'Green', 'x1': 777, 'x2': 788, 'y1': 298, 'y2': 275}, {'class': 'Green', 'x1': 629, 'x2': 640, 'y1': 250, 'y2': 228}, {'class': 'Red', 'x1': 528, 'x2': 538, 'y1': 299, 'y2': 276}, {'class': 'Green', 'x1': 621, 'x2': 625, 'y1': 311, 'y2': 304}, {'class': 'Green', 'x1': 639, 'x2': 642, 'y1': 313, 'y2': 306}, {'class': 'RedLeft', 'x1': 381, 'x2': 396, 'y1': 324, 'y2': 292}, {'class': 'Red', 'x1': 230, 'x2': 239, 'y1': 307, 'y2': 286}]",86222.png,720,1280
"[{'class': 'Yellow', 'x1': 849, 'x2': 866, 'y1': 287, 'y2': 253}, {'class': 'Yellow', 'x1': 1048, 'x2': 1073, 'y1': 245, 'y2': 184}, {'class': 'Yellow', 'x1': 613, 'x2': 629, 'y1': 210, 'y2': 174}, {'class': 'RedLeft', 'x1': 449, 'x2': 465, 'y1': 288, 'y2': 252}, {'class': 'RedLeft', 'x1': -1, 'x2': 41, 'y1': 324, 'y2': 240}, {'class': 'off', 'x1': 605, 'x2': 609, 'y1': 317, 'y2': 309}, {'class': 'Red', 'x1': 575, 'x2': 580, 'y1': 317, 'y2': 307}, {'class': 'Green', 'x1': 671, 'x2': 674, 'y1': 337, 'y2': 329}, {'class': 'Green', 'x1': 626, 'x2': 629, 'y1': 321, 'y2': 313}]",86292.png,720,1280
"[{'class': 'Green', 'x1': 686, 'x2': 691, 'y1': 333, 'y2': 325}, {'class': 'Green', 'x1': 610, 'x2': 614, 'y1': 312, 'y2': 302}, {'class': 'Green', 'x1': 634, 'x2': 639, 'y1': 315, 'y2': 305}, {'class': 'Red', 'x1': 575, 'x2': 580, 'y1': 308, 'y2': 299}]",86362.png,720,1280
"[{'class': 'Green', 'x1': 719, 'x2': 724, 'y1': 315, 'y2': 305}, {'class': 'Green', 'x1': 712, 'x2': 719, 'y1': 318, 'y2': 306}, {'class': 'Green', 'x1': 651, 'x2': 656, 'y1': 295, 'y2': 284}, {'class': 'Green', 'x1': 621, 'x2': 628, 'y1': 292, 'y2': 279}, {'class': 'Red', 'x1': 577, 'x2': 583, 'y1': 290, 'y2': 278}]",86430.png,720,1280
"[{'class': 'Green', 'x1': 638, 'x2': 646, 'y1': 285, 'y2': 270}, {'class': 'Green', 'x1': 718, 'x2': 723, 'y1': 313, 'y2': 304}, {'class': 'Green', 'x1': 729, 'x2': 734, 'y1': 315, 'y2': 305}, {'class': 'Green', 'x1': 601, 'x2': 608, 'y1': 280, 'y2': 265}, {'class': 'Yellow', 'x1': 545, 'x2': 551, 'y1': 278, 'y2': 264}]",86500.png,720,1280
"[{'class': 'Red', 'x1': 522, 'x2': 530, 'y1': 264, 'y2': 245}, {'class': 'Green', 'x1': 595, 'x2': 603, 'y1': 265, 'y2': 247}, {'class': 'Green', 'x1': 645, 'x2': 653, 'y1': 273, 'y2': 255}, {'class': 'Green', 'x1': 770, 'x2': 778, 'y1': 307, 'y2': 288}, {'class': 'Red', 'x1': 302, 'x2': 309, 'y1': 313, 'y2': 299}, {'class': 'Green', 'x1': 748, 'x2': 756, 'y1': 313, 'y2': 294}]",86570.png,720,1280
